A分支-x86_64（二进制包名）,A分支-x86_64（二进制对应源码包名）,A分支-aarch64（二进制包名）,A分支-aarch64（二进制对应源码包名）,A分支-loongarch64（二进制包名）,A分支-loongarch64（二进制对应源码包名）,E分支-x86_64（二进制包名）,E分支-x86_64（二进制对应源码包名）,E分支-aarch64（二进制包名）,E分支-aarch64（二进制对应源码包名）,,,,,,,,,,,,,,,
ant-contrib,ant-contrib,ant-javadoc,ant,ant-javamail,ant,bind-chroot,bind,bind-libs,bind,,,,,,,,,,,,,,,
ant-contrib-javadoc,ant-contrib,ant-javamail,ant,ant-jdepend,ant,bind-dyndb-ldap,bind-dyndb-ldap,bind-libs-lite,bind,,,,,,,,,,,,,,,
ant-javadoc,ant,ant-jdepend,ant,ant-jmf,ant,bind-libs,bind,bind-pkcs11,bind,,,,,,,,,,,,,,,
ant-javamail,ant,ant-jmf,ant,ant-jsch,ant,bind-libs-lite,bind,bind-utils,bind,,,,,,,,,,,,,,,
ant-jdepend,ant,ant-jsch,ant,ant-junit,ant,bind-pkcs11,bind,binutils,binutils,,,,,,,,,,,,,,,
ant-jmf,ant,ant-junit,ant,ant-lib,ant,bind-utils,bind,bison,bison,,,,,,,,,,,,,,,
ant-jsch,ant,ant-lib,ant,ant-manual,ant,binutils,binutils,blivet-data,python-blivet,,,,,,,,,,,,,,,
ant-junit,ant,ant-manual,ant,ant-swing,ant,biosdevname,biosdevname,blktrace,blktrace,,,,,,,,,,,,,,,
ant-lib,ant,ant-swing,ant,ant-testutil,ant,bison,bison,bluez,bluez,,,,,,,,,,,,,,,
ant-manual,ant,ant-testutil,ant,ant-xz,ant,blivet-data,python-blivet,bluez-libs,bluez,,,,,,,,,,,,,,,
ant-swing,ant,ant-xz,ant,antlr-C++,antlr,blktrace,blktrace,bolt,bolt,,,,,,,,,,,,,,,
ant-testutil,ant,antlr-C++,antlr,antlr-javadoc,antlr,bluez,bluez,boost-atomic,boost,,,,,,,,,,,,,,,
ant-xz,ant,antlr-javadoc,antlr,antlr-manual,antlr,bluez-libs,bluez,boost-chrono,boost,,,,,,,,,,,,,,,
antlr-C++,antlr,antlr-manual,antlr,antlr-tool,antlr,bolt,bolt,boost-date-time,boost,,,,,,,,,,,,,,,
antlr-javadoc,antlr,antlr-tool,antlr,aopalliance,aopalliance,boost-atomic,boost,boost-filesystem,boost,,,,,,,,,,,,,,,
antlr-manual,antlr,aopalliance,aopalliance,aopalliance-javadoc,aopalliance,boost-chrono,boost,boost-iostreams,boost,,,,,,,,,,,,,,,
antlr-tool,antlr,aopalliance-javadoc,aopalliance,apache-commons-beanutils,apache-commons-beanutils,boost-date-time,boost,boost-program-options,boost,,,,,,,,,,,,,,,
aopalliance,aopalliance,apache-commons-beanutils,apache-commons-beanutils,apache-commons-beanutils-javadoc,apache-commons-beanutils,boost-filesystem,boost,boost-regex,boost,,,,,,,,,,,,,,,
aopalliance-javadoc,aopalliance,apache-commons-beanutils-javadoc,apache-commons-beanutils,apache-commons-cli,apache-commons-cli,boost-iostreams,boost,boost-system,boost,,,,,,,,,,,,,,,
apache-commons-beanutils,apache-commons-beanutils,apache-commons-cli,apache-commons-cli,apache-commons-cli-javadoc,apache-commons-cli,boost-program-options,boost,boost-thread,boost,,,,,,,,,,,,,,,
apache-commons-beanutils-javadoc,apache-commons-beanutils,apache-commons-cli-javadoc,apache-commons-cli,apache-commons-codec,apache-commons-codec,boost-regex,boost,bpftool,kernel,,,,,,,,,,,,,,,
apache-commons-cli,apache-commons-cli,apache-commons-codec,apache-commons-codec,apache-commons-codec-javadoc,apache-commons-codec,boost-system,boost,bpftrace,bpftrace,,,,,,,,,,,,,,,
apache-commons-cli-javadoc,apache-commons-cli,apache-commons-codec-javadoc,apache-commons-codec,apache-commons-collections,apache-commons-collections,boost-thread,boost,breeze-icon-theme,breeze-icon-theme,,,,,,,,,,,,,,,
apache-commons-codec,apache-commons-codec,apache-commons-collections,apache-commons-collections,apache-commons-collections-javadoc,apache-commons-collections,boost-timer,boost,bridge-utils,bridge-utils,,,,,,,,,,,,,,,
apache-commons-codec-javadoc,apache-commons-codec,apache-commons-collections-javadoc,apache-commons-collections,apache-commons-collections-testframework,apache-commons-collections,bpftool,kernel,brltty,brltty,,,,,,,,,,,,,,,
apache-commons-collections,apache-commons-collections,apache-commons-collections-testframework,apache-commons-collections,apache-commons-compress,apache-commons-compress,bpftrace,bpftrace,brotli,brotli,,,,,,,,,,,,,,,
apache-commons-collections-javadoc,apache-commons-collections,apache-commons-compress,apache-commons-compress,apache-commons-compress-javadoc,apache-commons-compress,breeze-icon-theme,breeze-icon-theme,brotli-devel,brotli,,,,,,,,,,,,,,,
apache-commons-collections-testframework,apache-commons-collections,apache-commons-compress-javadoc,apache-commons-compress,apache-commons-daemon,apache-commons-daemon,bridge-utils,bridge-utils,btrfs-progs,btrfs-progs,,,,,,,,,,,,,,,
apache-commons-compress,apache-commons-compress,apache-commons-daemon,apache-commons-daemon,apache-commons-el,apache-commons-el,brltty,brltty,bubblewrap,bubblewrap,,,,,,,,,,,,,,,
apache-commons-compress-javadoc,apache-commons-compress,apache-commons-el,apache-commons-el,apache-commons-el-javadoc,apache-commons-el,brotli,brotli,buildah,buildah,,,,,,,,,,,,,,,
apache-commons-daemon,apache-commons-daemon,apache-commons-el-javadoc,apache-commons-el,apache-commons-exec,apache-commons-exec,brotli-devel,brotli,buildah-tests,buildah,,,,,,,,,,,,,,,
apache-commons-el,apache-commons-el,apache-commons-exec,apache-commons-exec,apache-commons-exec-javadoc,apache-commons-exec,btrfs-progs,btrfs-progs,bullet,bullet,,,,,,,,,,,,,,,
apache-commons-el-javadoc,apache-commons-el,apache-commons-exec-javadoc,apache-commons-exec,apache-commons-io,apache-commons-io,bubblewrap,bubblewrap,bullet-devel,bullet,,,,,,,,,,,,,,,
apache-commons-exec,apache-commons-exec,apache-commons-io,apache-commons-io,apache-commons-io-javadoc,apache-commons-io,buildah,buildah,byacc,byacc,,,,,,,,,,,,,,,
apache-commons-exec-javadoc,apache-commons-exec,apache-commons-io-javadoc,apache-commons-io,apache-commons-jxpath,apache-commons-jxpath,buildah-tests,buildah,byzanz,byzanz,,,,,,,,,,,,,,,
apache-commons-io,apache-commons-io,apache-commons-jxpath,apache-commons-jxpath,apache-commons-jxpath-javadoc,apache-commons-jxpath,bullet,bullet,bzip2,bzip2,,,,,,,,,,,,,,,
apache-commons-io-javadoc,apache-commons-io,apache-commons-jxpath-javadoc,apache-commons-jxpath,apache-commons-lang,apache-commons-lang,bullet-devel,bullet,bzip2-devel,bzip2,,,,,,,,,,,,,,,
apache-commons-jxpath,apache-commons-jxpath,apache-commons-lang,apache-commons-lang,apache-commons-lang-javadoc,apache-commons-lang,byacc,byacc,c-ares,c-ares,,,,,,,,,,,,,,,
apache-commons-jxpath-javadoc,apache-commons-jxpath,apache-commons-lang-javadoc,apache-commons-lang,apache-commons-lang3,apache-commons-lang3,byzanz,byzanz,ca-certificates,ca-certificates,,,,,,,,,,,,,,,
apache-commons-lang,apache-commons-lang,apache-commons-lang3,apache-commons-lang3,apache-commons-lang3-javadoc,apache-commons-lang3,bzip2,bzip2,ca-certificates-uniontech,ca-certificates-uniontech,,,,,,,,,,,,,,,
apache-commons-lang-javadoc,apache-commons-lang,apache-commons-lang3-javadoc,apache-commons-lang3,apache-commons-logging,apache-commons-logging,bzip2-devel,bzip2,cachefilesd,cachefilesd,,,,,,,,,,,,,,,
apache-commons-lang3,apache-commons-lang3,apache-commons-logging,apache-commons-logging,apache-commons-logging-javadoc,apache-commons-logging,c-ares,c-ares,cairo,cairo,,,,,,,,,,,,,,,
apache-commons-lang3-javadoc,apache-commons-lang3,apache-commons-logging-javadoc,apache-commons-logging,apache-commons-net,apache-commons-net,ca-certificates,ca-certificates,cairo-devel,cairo,,,,,,,,,,,,,,,
apache-commons-logging,apache-commons-logging,apache-commons-net,apache-commons-net,apache-commons-net-javadoc,apache-commons-net,ca-certificates-uniontech,ca-certificates-uniontech,cairomm,cairomm,,,,,,,,,,,,,,,
apache-commons-logging-javadoc,apache-commons-logging,apache-commons-net-javadoc,apache-commons-net,apache-commons-parent,apache-commons-parent,cachefilesd,cachefilesd,cargo,rust,,,,,,,,,,,,,,,
apache-commons-net,apache-commons-net,apache-commons-parent,apache-commons-parent,apache-ivy,apache-ivy,cairo,cairo,cargo-doc,rust,,,,,,,,,,,,,,,
apache-commons-net-javadoc,apache-commons-net,apache-ivy,apache-ivy,apache-ivy-javadoc,apache-ivy,cairo-devel,cairo,ccid,ccid,,,,,,,,,,,,,,,
apache-commons-parent,apache-commons-parent,apache-ivy-javadoc,apache-ivy,apache-parent,apache-parent,cairomm,cairomm,cdi-api,cdi-api,,,,,,,,,,,,,,,
apache-ivy,apache-ivy,apache-parent,apache-parent,apache-resource-bundles,apache-resource-bundles,cargo,rust,cdparanoia-libs,cdparanoia,,,,,,,,,,,,,,,
apache-ivy-javadoc,apache-ivy,apache-resource-bundles,apache-resource-bundles,apcu-panel,php-pecl-apcu,cargo-doc,rust,certmonger,certmonger,,,,,,,,,,,,,,,
apache-parent,apache-parent,apcu-panel,php-pecl-apcu,apiguardian,apiguardian,ccid,ccid,cgdcbxd,cgdcbxd,,,,,,,,,,,,,,,
apache-resource-bundles,apache-resource-bundles,apiguardian,apiguardian,apiguardian-javadoc,apiguardian,cdi-api,cdi-api,cglib,cglib,,,,,,,,,,,,,,,
apcu-panel,php-pecl-apcu,apiguardian-javadoc,apiguardian,apr,apr,cdparanoia-libs,cdparanoia,check,check,,,,,,,,,,,,,,,
apiguardian,apiguardian,apr,apr,apr-devel,apr,certmonger,certmonger,check-devel,check,,,,,,,,,,,,,,,
apiguardian-javadoc,apiguardian,apr-devel,apr,apr-util,apr-util,cgdcbxd,cgdcbxd,checkpolicy,checkpolicy,,,,,,,,,,,,,,,
apr,apr,apr-util,apr-util,apr-util-bdb,apr-util,cglib,cglib,chkconfig,chkconfig,,,,,,,,,,,,,,,
apr-devel,apr,apr-util-bdb,apr-util,apr-util-devel,apr-util,check,check,chrony,chrony,,,,,,,,,,,,,,,
apr-util,apr-util,apr-util-devel,apr-util,apr-util-ldap,apr-util,check-devel,check,chrony-help,chrony,,,,,,,,,,,,,,,
apr-util-bdb,apr-util,apr-util-ldap,apr-util,apr-util-mysql,apr-util,checkpolicy,checkpolicy,chrpath,chrpath,,,,,,,,,,,,,,,
apr-util-devel,apr-util,apr-util-mysql,apr-util,apr-util-odbc,apr-util,chkconfig,chkconfig,cifs-utils,cifs-utils,,,,,,,,,,,,,,,
apr-util-ldap,apr-util,apr-util-odbc,apr-util,apr-util-openssl,apr-util,chrony,chrony,cim-schema,cim-schema,,,,,,,,,,,,,,,
apr-util-mysql,apr-util,apr-util-openssl,apr-util,apr-util-pgsql,apr-util,chrony-help,chrony,clang,clang,,,,,,,,,,,,,,,
apr-util-odbc,apr-util,apr-util-pgsql,apr-util,apr-util-sqlite,apr-util,chrpath,chrpath,clang-analyzer,clang,,,,,,,,,,,,,,,
apr-util-openssl,apr-util,apr-util-sqlite,apr-util,aqute-bnd,aqute-bnd,cifs-utils,cifs-utils,clang-devel,clang,,,,,,,,,,,,,,,
apr-util-pgsql,apr-util,aqute-bnd,aqute-bnd,aqute-bnd-javadoc,aqute-bnd,cim-schema,cim-schema,clang-libs,clang,,,,,,,,,,,,,,,
apr-util-sqlite,apr-util,aqute-bnd-javadoc,aqute-bnd,aqute-bndlib,aqute-bnd,clang,clang,clang-resource-filesystem,clang,,,,,,,,,,,,,,,
aqute-bnd,aqute-bnd,aqute-bndlib,aqute-bnd,arpwatch,arpwatch,clang-analyzer,clang,clang-tools-extra,clang,,,,,,,,,,,,,,,
aqute-bnd-javadoc,aqute-bnd,arpwatch,arpwatch,asciidoc,asciidoc,clang-devel,clang,clevis,clevis,,,,,,,,,,,,,,,
aqute-bndlib,aqute-bnd,asciidoc,asciidoc,aspell,aspell,clang-help,clang,clevis-dracut,clevis,,,,,,,,,,,,,,,
arpwatch,arpwatch,aspell,aspell,assertj-core,assertj-core,clang-libs,clang,clevis-systemd,clevis,,,,,,,,,,,,,,,
asciidoc,asciidoc,assertj-core,assertj-core,assertj-core-javadoc,assertj-core,clang-resource-filesystem,clang,clevis-udisks2,clevis,,,,,,,,,,,,,,,
aspell,aspell,assertj-core-javadoc,assertj-core,at,at,clang-tools-extra,clang,clibcni,clibcni,,,,,,,,,,,,,,,
assertj-core,assertj-core,at,at,at-spi2-atk,at-spi2-atk,clevis,clevis,clippy,rust,,,,,,,,,,,,,,,
assertj-core-javadoc,assertj-core,at-spi2-atk,at-spi2-atk,at-spi2-atk-devel,at-spi2-atk,clevis-dracut,clevis,cloud-init,cloud-init,,,,,,,,,,,,,,,
at,at,at-spi2-atk-devel,at-spi2-atk,at-spi2-core,at-spi2-core,clevis-systemd,clevis,clucene-core,clucene,,,,,,,,,,,,,,,
at-spi2-atk,at-spi2-atk,at-spi2-core,at-spi2-core,at-spi2-core-devel,at-spi2-core,clevis-udisks2,clevis,cmake,cmake,,,,,,,,,,,,,,,
at-spi2-atk-devel,at-spi2-atk,at-spi2-core-devel,at-spi2-core,atinject,atinject,clibcni,clibcni,cmake-data,cmake,,,,,,,,,,,,,,,
at-spi2-core,at-spi2-core,atinject,atinject,atinject-javadoc,atinject,clippy,rust,cmake-filesystem,cmake,,,,,,,,,,,,,,,
at-spi2-core-devel,at-spi2-core,atinject-javadoc,atinject,atinject-tck,atinject,cloud-init,cloud-init,cmake-help,cmake,,,,,,,,,,,,,,,
atinject,atinject,atinject-tck,atinject,atk,atk,clucene-core,clucene,cmake-rpm-macros,cmake,,,,,,,,,,,,,,,
atinject-javadoc,atinject,atk,atk,atk-devel,atk,cmake,cmake,cmpi-bindings-pywbem,cmpi-bindings,,,,,,,,,,,,,,,
atinject-tck,atinject,atk-devel,atk,atkmm,atkmm,cmake-data,cmake,cockpit,cockpit,,,,,,,,,,,,,,,
atk,atk,atkmm,atkmm,atlas,atlas,cmake-filesystem,cmake,cockpit-bridge,cockpit,,,,,,,,,,,,,,,
atk-devel,atk,atlas,atlas,atlas-devel,atlas,cmake-help,cmake,cockpit-doc,cockpit,,,,,,,,,,,,,,,
atkmm,atkmm,atlas-devel,atlas,attr,attr,cmake-rpm-macros,cmake,cockpit-packagekit,cockpit-appstream,,,,,,,,,,,,,,,
atlas,atlas,attr,attr,audispd-plugins,audit,cmpi-bindings-pywbem,cmpi-bindings,cockpit-podman,cockpit-podman,,,,,,,,,,,,,,,
atlas-corei2,atlas,audispd-plugins,audit,audispd-plugins-zos,audit,cockpit,cockpit,cockpit-storaged,cockpit-appstream,,,,,,,,,,,,,,,
atlas-corei2-devel,atlas,audispd-plugins-zos,audit,audit,audit,cockpit-bridge,cockpit,cockpit-system,cockpit,,,,,,,,,,,,,,,
atlas-devel,atlas,audit,audit,audit-libs,audit,cockpit-doc,cockpit,cockpit-ws,cockpit,,,,,,,,,,,,,,,
attr,attr,audit-libs,audit,audit-libs-devel,audit,cockpit-packagekit,cockpit-appstream,colord-libs,colord,,,,,,,,,,,,,,,
audispd-plugins,audit,audit-libs-devel,audit,augeas,augeas,cockpit-podman,cockpit-podman,com.deepin.upgrade,com.deepin.upgrade,,,,,,,,,,,,,,,
audispd-plugins-zos,audit,augeas,augeas,augeas-libs,augeas,cockpit-storaged,cockpit-appstream,com.deepin.upgradenotify,com.deepin.upgradenotify,,,,,,,,,,,,,,,
audit,audit,augeas-libs,augeas,authselect,authselect,cockpit-system,cockpit,compiler-rt,compiler-rt,,,,,,,,,,,,,,,
audit-libs,audit,authconfig,authconfig,authselect-compat,authselect,cockpit-ws,cockpit,conmon,conmon,,,,,,,,,,,,,,,
audit-libs-devel,audit,authselect,authselect,authselect-libs,authselect,colord-libs,colord,conntrack-tools,conntrack-tools,,,,,,,,,,,,,,,
augeas,augeas,authselect-compat,authselect,auto,auto,com.deepin.upgrade,com.deepin.upgrade,conntrack-tools-help,conntrack-tools,,,,,,,,,,,,,,,
augeas-libs,augeas,authselect-libs,authselect,auto-common,auto,com.deepin.upgradenotify,com.deepin.upgradenotify,container-selinux,container-selinux,,,,,,,,,,,,,,,
authconfig,authconfig,auto,auto,auto-javadoc,auto,compat-gcc,compiler-rt,containernetworking-plugins,containernetworking-plugins,,,,,,,,,,,,,,,
authselect,authselect,auto-common,auto,auto-service,auto,compiler-rt,conmon,containers-common,skopeo,,,,,,,,,,,,,,,
authselect-compat,authselect,auto-javadoc,auto,auto-value,auto,conmon,conntrack-tools,convmv,convmv,,,,,,,,,,,,,,,
authselect-libs,authselect,auto-service,auto,autoconf,autoconf,conntrack-tools,conntrack-tools,copy-jdk-configs,copy-jdk-configs,,,,,,,,,,,,,,,
auto,auto,auto-value,auto,autofs,autofs,conntrack-tools-help,container-selinux,coreutils,coreutils,,,,,,,,,,,,,,,
auto-common,auto,autoconf,autoconf,autogen-libopts,autogen,container-selinux,containernetworking-plugins,cpio,cpio,,,,,,,,,,,,,,,
auto-javadoc,auto,autofs,autofs,automake,automake,containernetworking-plugins,skopeo,cpp,gcc,,,,,,,,,,,,,,,
auto-service,auto,autogen-libopts,autogen,avahi,avahi,containers-common,convmv,cppunit,cppunit,,,,,,,,,,,,,,,
auto-value,auto,automake,automake,avahi-autoipd,avahi,convmv,copy-jdk-configs,cracklib,cracklib,,,,,,,,,,,,,,,
autoconf,autoconf,avahi,avahi,avahi-glib,avahi,copy-jdk-configs,coreutils,crash,crash,,,,,,,,,,,,,,,
autofs,autofs,avahi-autoipd,avahi,avahi-gobject,avahi,coreutils,cpio,crash-gcore-command,crash-gcore-command,,,,,,,,,,,,,,,
autogen-libopts,autogen,avahi-glib,avahi,avahi-libs,avahi,cpio,gcc,crash-trace-command,crash-trace-command,,,,,,,,,,,,,,,
automake,automake,avahi-gobject,avahi,avahi-ui-gtk3,avahi,cpp,cppunit,crda,crda,,,,,,,,,,,,,,,
avahi,avahi,avahi-libs,avahi,babel,babel,cppunit,cracklib,createrepo_c,createrepo_c,,,,,,,,,,,,,,,
avahi-autoipd,avahi,avahi-ui-gtk3,avahi,basesystem,basesystem,cracklib,crash,crit,criu,,,,,,,,,,,,,,,
avahi-glib,avahi,babel,babel,bash,bash,crash,crash-gcore-command,criu,criu,,,,,,,,,,,,,,,
avahi-gobject,avahi,basesystem,basesystem,bash-completion,bash-completion,crash-gcore-command,crash-trace-command,cronie,cronie,,,,,,,,,,,,,,,
avahi-libs,avahi,bash,bash,bash-doc,bash,crash-trace-command,crda,crontabs,crontabs,,,,,,,,,,,,,,,
avahi-ui-gtk3,avahi,bash-completion,bash-completion,batik,batik,crda,createrepo_c,crun,crun,,,,,,,,,,,,,,,
babel,babel,bash-doc,bash,batik-css,batik,createrepo_c,criu,cryfs,cryfs,,,,,,,,,,,,,,,
basesystem,basesystem,batik,batik,batik-demo,batik,crit,criu,crypto-policies,crypto-policies,,,,,,,,,,,,,,,
bash,bash,batik-css,batik,batik-javadoc,batik,criu,cronie,cryptopp,cryptopp,,,,,,,,,,,,,,,
bash-completion,bash-completion,batik-demo,batik,batik-rasterizer,batik,cronie,crontabs,cryptsetup,cryptsetup,,,,,,,,,,,,,,,
bash-doc,bash,batik-javadoc,batik,batik-slideshow,batik,crontabs,crun,ctags,ctags,,,,,,,,,,,,,,,
batik,batik,batik-rasterizer,batik,batik-squiggle,batik,crun,cryfs,cups,cups,,,,,,,,,,,,,,,
batik-css,batik,batik-slideshow,batik,batik-svgpp,batik,cryfs,crypto-policies,cups-filters,cups-filters,,,,,,,,,,,,,,,
batik-demo,batik,batik-squiggle,batik,batik-ttf2svg,batik,crypto-policies,cryptopp,cups-filters-help,cups-filters,,,,,,,,,,,,,,,
batik-javadoc,batik,batik-svgpp,batik,batik-util,batik,cryptopp,cryptsetup,cups-libs,cups,,,,,,,,,,,,,,,
batik-rasterizer,batik,batik-ttf2svg,batik,bc,bc,cryptsetup,ctags,curl,curl,,,,,,,,,,,,,,,
batik-slideshow,batik,batik-util,batik,bcc,bcc,ctags,cups,custodia,custodia,,,,,,,,,,,,,,,
batik-squiggle,batik,bc,bc,bcel,bcel,cups,cups-filters,cyrus-sasl,cyrus-sasl,,,,,,,,,,,,,,,
batik-svgpp,batik,bcc,bcc,bcel-javadoc,bcel,cups-filters,cups-filters,cyrus-sasl-devel,cyrus-sasl,,,,,,,,,,,,,,,
batik-ttf2svg,batik,bcel,bcel,beust-jcommander,beust-jcommander,cups-filters-help,cups,cyrus-sasl-gssapi,cyrus-sasl,,,,,,,,,,,,,,,
batik-util,batik,bcel-javadoc,bcel,beust-jcommander-javadoc,beust-jcommander,cups-libs,curl,cyrus-sasl-lib,cyrus-sasl,,,,,,,,,,,,,,,
bc,bc,beust-jcommander,beust-jcommander,bind,bind,curl,custodia,cyrus-sasl-md5,cyrus-sasl,,,,,,,,,,,,,,,
bcc,bcc,beust-jcommander-javadoc,beust-jcommander,bind-chroot,bind,custodia,cyrus-sasl,cyrus-sasl-plain,cyrus-sasl,,,,,,,,,,,,,,,
bcel,bcel,bind,bind,bind-devel,bind,cyrus-sasl,cyrus-sasl,daxctl-libs,ndctl,,,,,,,,,,,,,,,
bcel-javadoc,bcel,bind-chroot,bind,bind-dyndb-ldap,bind-dyndb-ldap,cyrus-sasl-devel,cyrus-sasl,dbus,dbus,,,,,,,,,,,,,,,
beust-jcommander,beust-jcommander,bind-devel,bind,bind-export-devel,bind,cyrus-sasl-gssapi,cyrus-sasl,dbus-c++,dbus-c++,,,,,,,,,,,,,,,
beust-jcommander-javadoc,beust-jcommander,bind-dyndb-ldap,bind-dyndb-ldap,bind-export-libs,bind,cyrus-sasl-lib,cyrus-sasl,dbus-common,dbus,,,,,,,,,,,,,,,
bind,bind,bind-export-devel,bind,bind-libs,bind,cyrus-sasl-md5,cyrus-sasl,dbus-daemon,dbus,,,,,,,,,,,,,,,
bind-chroot,bind,bind-export-libs,bind,bind-libs-lite,bind,cyrus-sasl-plain,ndctl,dbus-devel,dbus,,,,,,,,,,,,,,,
bind-devel,bind,bind-libs,bind,bind-license,bind,daxctl-libs,dbus,dbus-glib,dbus-glib,,,,,,,,,,,,,,,
bind-dyndb-ldap,bind-dyndb-ldap,bind-libs-lite,bind,bind-lite-devel,bind,dbus,dbus-c++,dbus-libs,dbus,,,,,,,,,,,,,,,
bind-export-devel,bind,bind-license,bind,bind-pkcs11,bind,dbus-c++,dbus,dbus-tools,dbus,,,,,,,,,,,,,,,
bind-export-libs,bind,bind-lite-devel,bind,bind-pkcs11-devel,bind,dbus-common,dbus,dbus-x11,dbus,,,,,,,,,,,,,,,
bind-libs,bind,bind-pkcs11,bind,bind-pkcs11-libs,bind,dbus-daemon,dbus,dbusmenu-qt5,dbusmenu-qt,,,,,,,,,,,,,,,
bind-libs-lite,bind,bind-pkcs11-devel,bind,bind-pkcs11-utils,bind,dbus-devel,dbus-glib,dconf,dconf,,,,,,,,,,,,,,,
bind-license,bind,bind-pkcs11-libs,bind,bind-sdb,bind,dbus-glib,dbus,dconf-editor,dconf-editor,,,,,,,,,,,,,,,
bind-lite-devel,bind,bind-pkcs11-utils,bind,bind-sdb-chroot,bind,dbus-libs,dbus,dcraw,dcraw,,,,,,,,,,,,,,,
bind-pkcs11,bind,bind-sdb,bind,bind-utils,bind,dbus-tools,dbus,dde,dde,,,,,,,,,,,,,,,
bind-pkcs11-devel,bind,bind-sdb-chroot,bind,binutils,binutils,dbus-x11,dbusmenu-qt,dde-account-faces,dde-account-faces,,,,,,,,,,,,,,,
bind-pkcs11-libs,bind,bind-utils,bind,binutils-devel,binutils,dbusmenu-qt5,dconf,dde-api,dde-api,,,,,,,,,,,,,,,
bind-pkcs11-utils,bind,binutils,binutils,bison,bison,dconf,dconf-editor,dde-app-services,dde-app-services,,,,,,,,,,,,,,,
bind-sdb,bind,binutils-devel,binutils,bison-runtime,bison,dconf-editor,dcraw,dde-calendar,dde-calendar,,,,,,,,,,,,,,,
bind-sdb-chroot,bind,bison,bison,blas,lapack,dcraw,dde,dde-clipboard,dde-clipboard,,,,,,,,,,,,,,,
bind-utils,bind,bison-runtime,bison,blas64,lapack,dde,dde-account-faces,dde-control-center,dde-control-center,,,,,,,,,,,,,,,
binutils,binutils,blas,lapack,blivet-data,python-blivet,dde-account-faces,dde-api,dde-daemon,dde-daemon,,,,,,,,,,,,,,,
binutils-devel,binutils,blas64,lapack,blktrace,blktrace,dde-api,dde-app-services,dde-dconfig-daemon,dde-app-services,,,,,,,,,,,,,,,
biosdevname,biosdevname,blivet-data,python-blivet,bluez,bluez,dde-app-services,dde-calendar,dde-desktop,dde-file-manager,,,,,,,,,,,,,,,
bison,bison,blktrace,blktrace,bluez-cups,bluez,dde-calendar,dde-clipboard,dde-device-formatter,dde-device-formatter,,,,,,,,,,,,,,,
bison-runtime,bison,bluez,bluez,bluez-hid2hci,bluez,dde-clipboard,dde-control-center,dde-disk-mount-plugin,dde-file-manager,,,,,,,,,,,,,,,
blas,lapack,bluez-cups,bluez,bluez-libs,bluez,dde-control-center,dde-daemon,dde-dock,dde-dock,,,,,,,,,,,,,,,
blas64,lapack,bluez-hid2hci,bluez,bluez-obexd,bluez,dde-daemon,dde-app-services,dde-dock-onboard-plugin,dde-dock,,,,,,,,,,,,,,,
blivet-data,python-blivet,bluez-libs,bluez,bnd-maven-plugin,aqute-bnd,dde-dconfig-daemon,dde-file-manager,dde-file-manager,dde-file-manager,,,,,,,,,,,,,,,
blktrace,blktrace,bluez-obexd,bluez,bolt,bolt,dde-desktop,dde-device-formatter,dde-kwin,dde-kwin,,,,,,,,,,,,,,,
bluez,bluez,bnd-maven-plugin,aqute-bnd,boost,boost,dde-device-formatter,dde-file-manager,dde-launcher,dde-launcher,,,,,,,,,,,,,,,
bluez-cups,bluez,bolt,bolt,boost-atomic,boost,dde-disk-mount-plugin,dde-dock,dde-manual-content,dde-manual-content,,,,,,,,,,,,,,,
bluez-hid2hci,bluez,boost,boost,boost-chrono,boost,dde-dock,dde-dock,dde-network-core,dde-network-core,,,,,,,,,,,,,,,
bluez-libs,bluez,boost-atomic,boost,boost-container,boost,dde-dock-onboard-plugin,dde-file-manager,dde-polkit-agent,dde-polkit-agent,,,,,,,,,,,,,,,
bluez-obexd,bluez,boost-chrono,boost,boost-context,boost,dde-file-manager,dde-kwin,dde-qt-dbus-factory,dde-qt-dbus-factory,,,,,,,,,,,,,,,
bnd-maven-plugin,aqute-bnd,boost-container,boost,boost-coroutine,boost,dde-kwin,dde-launcher,dde-qt5integration,dde-qt5integration,,,,,,,,,,,,,,,
bolt,bolt,boost-context,boost,boost-date-time,boost,dde-launcher,dde-manual-content,dde-qt5xcb-plugin,dde-qt5platform-plugins,,,,,,,,,,,,,,,
boost,boost,boost-coroutine,boost,boost-devel,boost,dde-manual-content,dde-network-core,dde-server-industry-config,dde-server-industry-config,,,,,,,,,,,,,,,
boost-atomic,boost,boost-date-time,boost,boost-fiber,boost,dde-network-core,dde-polkit-agent,dde-session-shell,dde-session-shell,,,,,,,,,,,,,,,
boost-chrono,boost,boost-devel,boost,boost-filesystem,boost,dde-polkit-agent,dde-qt-dbus-factory,dde-session-ui,dde-session-ui,,,,,,,,,,,,,,,
boost-container,boost,boost-fiber,boost,boost-graph,boost,dde-qt-dbus-factory,dde-qt5integration,debootstrap,debootstrap,,,,,,,,,,,,,,,
boost-context,boost,boost-filesystem,boost,boost-iostreams,boost,dde-qt5integration,dde-qt5platform-plugins,deepin-boot-maker,deepin-boot-maker,,,,,,,,,,,,,,,
boost-coroutine,boost,boost-graph,boost,boost-locale,boost,dde-qt5xcb-plugin,dde-server-industry-config,deepin-calculator,deepin-calculator,,,,,,,,,,,,,,,
